profit_mean,profit_std,co2_mean,co2_std,lambda_profit,lambda_co2
1804.7845352042145,327.9036873205705,0.934816894574199,0.00017804380502391715,0.0,1.0
2906.7920177787214,393.1851346638409,0.9348488816973817,8.775856841873264e-05,0.125,0.875
2991.1640392853724,167.4645995528761,0.9353752232235271,4.295175080658658e-05,0.25,0.75
2888.104381296856,194.93171025949445,0.9347034755203063,0.00016013816607253018,0.375,0.625
3022.167508948555,155.9541235266064,0.934638244199966,7.543009103651546e-05,0.5,0.5
3000.8662555675373,94.97681340135475,0.9354324308502273,7.215788165372634e-05,0.625,0.375
3053.253024564235,121.63281270391414,0.9349068287171928,5.438017666955961e-05,0.75,0.25
2915.6283903865,244.66924914146693,0.935059153210657,6.732273073384852e-05,0.875,0.125
3112.631499953712,135.88572862111602,0.9349518590918298,7.226413718660494e-05,1.0,0.0
